Plano:,Projeto:,Avaliador:,Orientador:,Vigência:,Área:,Subárea:,Programa:,Centro:
QUALIDADE PÓS COLHEITA DE ABACAXI ÂPÉROLAÂ SOB RECOBRIMENTOS BIODEGRADÁVEIS À BASE DE FÉCULA DE MANDIOCA E GEL DE ALOE VERA,"FISIOLOGIA, QUALIDADE E POTENCIAL DE MERCADO DE CULTIVARES DE ABACAXI TRADICIONAIS E INTRODUZIDAS NA PARAÍBA PRODUZIDAS SOB MANEJO ORGÂNICO E CONVENCIONAL",WALTER ESFRAIN PEREIRA,SILVANDA DE MELO SILVA,2016,Agronomia,,PIBIC,
FISIOLOGIA E POTENCIAL FUNCIONAL DE FRUTOS DE GENÓTIPOS DO UMBUZEIRO (SPONDIAS TUBEROSA),"COMPOSTOS BIATIVOS, POTENCIAL ANTIOXIDANTE E CONSERVAÇÃO PÓS-COLHEITA SOB ATMOSFERA MODIFICADA DE FRUTAS NATIVAS E NÃO TRADICIONAIS DO NORDESTE DO BRASIL",ROSEILTON FERNANDES DOS SANTOS,SILVANDA DE MELO SILVA,2016,Agronomia,,PIVIC,
"PROPRIEDADES FUNCIONAIS DE MAMÃO GOLDEN MINIMAMENTE PROCESSADO E MANTIDO SOB RECOBRIMENTOS A BASE AMIDO DE INHAME, COMBINADO COM MUCILAGEM DE CHIA  E ÓLEO ESSENCIAL DE LARANJA","QUALIDADE, PROPRIEDADES FUNCIONAIS E CONSERVAÇÃO PÓS-COLHEITA DE FRUTOS TROPICAIS SOB RECOBRIMENTOS BIODEGRADÁVEIS",WALTER ESFRAIN PEREIRA,SILVANDA DE MELO SILVA,2016,Agronomia,,PIBIC,
QUALIDADE DE MAMÃO Â??GOLDENÂ?? MINIMAMENTE PROCESSADO SOB RECOBRIMENTO COMESTÍVEL DE FÉCULA DE INHAME COM MUCILAGEM DE CHIA ADICIONADO OU NÃO DE ÓLEO ESSENCIAL DE LARANJA DOCE EM ARMAZENAMENTO REFRIGERADO,"QUALIDADE, PROPRIEDADES FUNCIONAIS E CONSERVAÇÃO PÓS-COLHEITA DE FRUTOS TROPICAIS SOB RECOBRIMENTOS BIODEGRADÁVEIS",ROSEILTON FERNANDES DOS SANTOS,SILVANDA DE MELO SILVA,2016,Agronomia,,IC-CNPQ,
"CRESCIMENTO DE VETIVERIA ZIZANIOIDES L. EM ÁREA DE LIXÃO NO MUNICÍPIO DE SOLÂNEA, PB.",RESTAURAO ECOLGICA DE REAS IMPACTADAS POR DISPOSIO DE LIXO URBANO NA PARABA: CONTRIBUIO DO VETIVER (VETIVERIA ZIZANIOIDES L.) NO PROCESSO DE FITORREMEDIAO DE METAIS PESADOS.,JOSÉ THYAGO AIRES SOUZA,SILVANIA MARIA DE SOUZA GOMES NASCIMENTO,2016,Agronomia,,PIBIC,
PRODUÇÃO DO GIRASSOL ORNAMENTAL IRRIGADO COM ÁGUAS SALINAS SUBMETIDO A FERTIRRIGAÇÃO COM SUBSTÂNCIA HÚMICA E ÁCIDO CÍTRICO,IRRIGAÇÃO COM ÁGUAS SALINAS E APLICAÇÃO DE BIOFERTILIZANTE EM CULTURAS AGRICOLAS,MARCIA ROSEANE TARGINO DE OLIVEIRA,THIAGO JARDELINO DIAS,2016,Agronomia,,PIVIC,
IRRIGAÇÃO COM ÁGUAS SALINAS E APLICAÇÃO DE FÓSFORO SOLÚVEL VIA FERTIRRIGAÇÃO NA CULTURA DA CENOURA (DAUCUS CAROTA L.),MANEJO DA FERTIRRIGAÇÃO E DA IRRIGAÇÃO COM ÁGUA SALINA SOBRE OS ASPECTOS ECOFISIOLÓGICOS E DE PRODUÇÃO DAS CULTURAS AGRICOLAS,RAUNIRA DA COSTA ARAUJO,THIAGO JARDELINO DIAS,2016,Agronomia,,PIBIC,
DESENVOLVIMENTO DO ESPINAFRE NOVA ZELÂNDIA (TETRAGONIA EXPANSA MURR.) COM ÁCIDO HÚMICO SUBMETIDO À FERTIRRIGAÇÃO COM FÓSFORO,MANEJO DA FERTIRRIGAÇÃO SOBRE OS ASPECTOS ECOFISIOLÓGICOS E DE PRODUÇÃO DAS CULTURAS AGRICOLAS,MARCIA ROSEANE TARGINO DE OLIVEIRA,THIAGO JARDELINO DIAS,2016,Agronomia,,PIVIC,
PRODUÇÃO DE MUDAS DE MAMOEIRO UTILIZANDO ÁCIDOS HÚMICOS E FÓSFORO SOLÚVEL COM ÁGUA SALINA,MANEJO DA FERTIRRIGAÇÃO COM ÁGUA SALINA SOBRE OS ASPECTOS ECOFISIOLÓGICOS E DE PRODUÇÃO DE ESPÉCIES FRUTÍFERAS,RAUNIRA DA COSTA ARAUJO,THIAGO JARDELINO DIAS,2016,Agronomia,,PIBIC,
OBTENÇÃO DA PRODUÇÃO PRIMÁRIA LÍQUIDA DE CULTIVOS AGRÍCOLAS EM URUÇUÍ / PI COM ÍNDICE ESPECTRAL DE VEGETAÇÃO,ANÁLISE DA PRODUÇÃO PRIMÁRIA LÍQUIDA E TRANSPIRAÇÃO DE ÁREAS AGRÍCOLAS DO CERRADO NO PIAUÍ COM PRODUTOS DE SENSORIAMENTO REMOTO,TIAGO DE CARVALHO PESSOA,VALÉRIA PEIXOTO BORGES,2016,Agronomia,,PIBIC,
USO DE ÍNDICE DE VEGETAÇÃO MULTIESPECTRAL NA DETERMINAÇÃO DA TRANSPIRAÇÃO DAS CULTURAS AGRÍCOLAS EM URUÇUÍ - PI,ANÁLISE DA PRODUÇÃO PRIMÁRIA LÍQUIDA E TRANSPIRAÇÃO DE ÁREAS AGRÍCOLAS DO CERRADO NO PIAUÍ COM PRODUTOS DE SENSORIAMENTO REMOTO,THIAGO JARDELINO DIAS,VALÉRIA PEIXOTO BORGES,2016,Agronomia,,PIVIC,
"CRESCIMENTO E TEORES DE MACRONUTRIENTES EM MUDAS DE MANGUEIRA COQUINHO EM SUBSTRATOS CONTENDO VERMICULITA, SOLO E ESTERCO","CRESCIMENTO E TEORES DE  MACRONUTRIENTES EM MUDAS DE MANGUEIRA COQUINHO EM SUBSTRATOS CONTENDO VERMICULITA, SOLO E ESTERCO",ÁLVARO CARLOS GONÇALVES NETO,WALTER ESFRAIN PEREIRA,2016,Agronomia,,PIBIC,
CRESCIMENTO INICIAL DE MUDAS DE MARACUJAZEIRO IRRIGADAS COM ÁGUA SALINA,CRESCIMENTO INICIAL DA TANGERINEIRA SUNKI TROPICAL E LIMOEIRO CRAVO SANTA CRUZ IRRIGADOS COM ÁGUA SALINA,ÁLVARO CARLOS GONÇALVES NETO,WALTER ESFRAIN PEREIRA,2016,Agronomia,,PIBIC,
DINÂMICA POPULACIONAL DE ROEDORES E MARSUPIAIS EM DOIS HABITATS NA REBIO GUARIBAS,DINÂMICA POPULACIONAL DE ROEDORES E MARSUPIAIS NO EXTREMO NORTE DA MATA ATLÂNTICA,IAN PORTO GURGEL DO AMARAL,ALEXANDRE RAMLO TORRE PALMA,2016,Recursos Florestais e Engenharia Florestal,,PIVIC,
INCORPORAÇÃO DA CINZA DA CASCA DE ARROZ VERMELHO EM ARGAMASSAS PARA A PRODUÇÃO DE BLOCOS APLICÁVEIS ÀS CONSTRUÇÕES RURAIS,APROVEITAMENTO DA CINZA DA CASCA DE ARROZ VERMELHO NA ELABORAÇÃO DE MATERIAIS DE CONSTRUÇÃO,DJAIL SANTOS,FERNANDA FERNANDES DE MELO,2016,Engenharia Agrícola,,PIVIC,
COMPOSIÇÃO FLORÍSTICA E ESTRUTURA DA VEGETAÇÃO EM ÁREAS DE CAATINGA SOB PASTEJO,"FITOSSOCIOLOGIA, COMPOSIÇÃO FLORISTICA E DISPONIBILIDADE DE FORRAGEM DE ÁREAS DE CAATINGA DO CARIRI PARAIBANO",GEORGE RODRIGO BELTRAO DA CRUZ,ALBERICIO PEREIRA DE ANDRADE,2016,Zootecnia,,PIBIC,
MORFOMETRIA DA PALMA FORRAGEIRA CV. MIÚDA SOB DIFERENTES DENSIDADES DE PLANTIO E ADUBAÇÕES ORGÂNICAS,RESPOSTAS DA PALMA FORRAGEIRA CV. MIÚDA SOB DIFERENTES DENSIDADES DE PLANTIO E ADUBAÇÕES ORGÂNICAS,GEORGE RODRIGO BELTRAO DA CRUZ,ALINE MENDES RIBEIRO,2016,Zootecnia,,PIBIC,
RENDIMENTO DE BIOMASSA DA PALMA FORRAGEIRA CV. MIÚDA SOB DIFERENTES DENSIDADES DE PLANTIO E ADUBAÇÕES ORGÂNICAS,RESPOSTAS DA PALMA FORRAGEIRA CV. MIÚDA SOB DIFERENTES DENSIDADES DE PLANTIO E ADUBAÇÕES ORGÂNICAS,RICARDO ROMAO GUERRA,ALINE MENDES RIBEIRO,2016,Zootecnia,,PIVIC,
COMPOSIÇÃO QUÍMICA E CARACTERÍSTICAS FERMENTATIVAS DA SILAGEM DE CAPIM-ELEFANTE ASSOCIADO A DIFERENTES PROPORÇÕES DE LEUCENA,AVALIAÇÃO DA SILAGEM DE CAPIM-ELEFANTE (PENNISETUM PURPUREUM SCHUM.) ASSOCIADO A DIFERENTES PROPORÇÕES DE GLIRICÍDIA (GLIRICIDIA SEPIUM),ALINE MENDES RIBEIRO,ANA PATRICIA ALMEIDA BEZERRA,2016,Zootecnia,,PIBIC,
DESEMPENHO DE CABRAS LEITEIRAS SUBMETIDAS A DIFERENTES SISTEMAS DE ALIMENTAÇÃO NO SEMIÁRIDO,IMPACTO DO SISTEMA DE ALIMENTAÇÃO SOBRE A PRODUÇÃO E  A QUALIDADE DO LEITE DE CAPRINOS NO SEMIÁRIDO,FERNANDO GUILHERME PERAZZO COSTA,ARIOSVALDO NUNES DE MEDEIROS,2016,Zootecnia,,PIBIC,
QUALIDADE DO LEITE DE CABRAS SUBMETIDAS A DIFERENTES SISTEMAS DE ALIMENTAÇÃO NO SEMIÁRIDO,IMPACTO DO SISTEMA DE ALIMENTAÇÃO SOBRE A PRODUÇÃO E  A QUALIDADE DO LEITE DE CAPRINOS NO SEMIÁRIDO,FERNANDO GUILHERME PERAZZO COSTA,ARIOSVALDO NUNES DE MEDEIROS,2016,Zootecnia,,PIBIC,
DESEMPENHO DE BEZERROS LEITEIROS CRIADOS EM BEZERREIRO DO TIPO ARGENTINO COM A CESSO E SEM ACESSO AO ABRIGO MÓVEL INDIVIDUAL NO PERÍODO SECO E CHUVOSO,CRIAÇÃO DE BEZERROS LEITEIROS EM DIFERENTES INSTALAÇÕES,PAULO SERGIO DE AZEVEDO,CARLA APARECIDA SOARES SARAIVA,2016,Zootecnia,,PIBIC,
DESEMPENHO E DESENVOLVIMENTO DE BEZERROS LEITEIROS ALIMENTADOS COM SILAGEM DE COLOSTRO E SORO DE LEITE EM SUBSTITUIÇÃO AO LEITE INTEGRAL,PRODUÇÃO E UTILIZAÇÃO DE SILAGEM DE COLOSTRO BOVINO COMO ALIMENTO ALTERNATIVO NO ALEITAMENTO DE BEZERROS LEITEIROS DURANTE A FASE DE CRIA,MARIA LINDOMÁRCIA LEONARDO DA COSTA,CARLOS AUGUSTO ALANIS CLEMENTE,2016,Zootecnia,,PIBIC,
APORTE DE SERAPILHEIRA EM TRÊS ÁREAS DE CAATINGA NO CARIRI PARAIBANO,PRODUÇÃO DE SERAPILHEIRA EM ÁREAS DE CAATINGA SUBMETIDA A DIFERENTES TAXA DE LOTAÇÃO NO CARIRI PARAIBANO,ALINE MENDES RIBEIRO,DIVAN SOARES DA SILVA,2016,Zootecnia,,PIBIC,
"CARACTERÍSTICAS ANATOMOFISIOLÓGICAS DE CAPRINOS CANINDÉ E MOXOTÓ, NO SEMIÁRIDO BRASILEIRO","CARACTERÍSTICAS ANATOMOFISIOLÓGICAS DE CAPRINOS E OVINOS, NO SEMIÁRIDO BRASILEIRO",ALBERICIO PEREIRA DE ANDRADE,EDILSON PAES SARAIVA,2016,Zootecnia,,PIBIC,
"CARACTERÍSTICAS ANATOMOFISIOLÓGICAS DE OVINOS MORADA NOVA E SANTA INÊS, NO SEMIÁRIDO BRASILEIRO","CARACTERÍSTICAS ANATOMOFISIOLÓGICAS DE CAPRINOS E OVINOS, NO SEMIÁRIDO BRASILEIRO",ALBERICIO PEREIRA DE ANDRADE,EDILSON PAES SARAIVA,2016,Zootecnia,,PIBIC,
ISOLAMENTO E CARACTERIZAÇÃO DE BACTÉRIAS LÁCTICAS ISOLADAS NA ENSILAGEM DE SORGO,PROSPECÇÃO DE BACTÉRIAS LÁTICAS NA ENSILAGEM DE SORGO E SEU USO COMO INOCULANTE PARA SILAGENS,ALINE MENDES RIBEIRO,EDSON MAURO SANTOS,2016,Zootecnia,,PIBIC,
"PERDAS, PERFIL FERMENTATIVO E COMPOSIÇÃO BROMATOLÓGICA DE SILAGENS DE SORGO INOCULADAS COM URÉIA E INOCULANTE MICROBIANO",PROSPECÇÃO DE BACTÉRIAS LÁTICAS NA ENSILAGEM DE SORGO E SEU USO COMO INOCULANTE PARA SILAGENS,ALINE MENDES RIBEIRO,EDSON MAURO SANTOS,2016,Zootecnia,,PIBIC,
"AVALIAR A EFICIÊNCIA DA QUANTUM FITASE EM DIFERENTES NÍVEIS, ASSOCIADAS OU NÃO COM A ECONASE, EM DIETAS COM REDUÇÃO NOS NÍVEIS DE CÁLCIO E FÓSFORO DISPONÍVEL PARA POEDEIRAS COM IDADE DE 46 A 74 SEMANAS",UTILIZAÇÃO DE ENZIMAS EM DIETAS PARA POEDEIRAS LEVES,JULIANA SILVA DE OLIVEIRA,FERNANDO GUILHERME PERAZZO COSTA,2016,Zootecnia,,PIBIC,
"AVALIAR A RESPOSTA DE POEDEIRAS LEVES NA FASE DE POSTURA EM RELAÇÃO AO ADENSAMENTO DE ENERGIA, AMINOÁCIDOS E MINERAIS","ADENSAMENTO ENERGÉTICO, AMINOACÍDICO E DE MINERAIS EM DIETAS PARA POEDEIRAS LEVES EM POSTURA",JULIANA SILVA DE OLIVEIRA,FERNANDO GUILHERME PERAZZO COSTA,2016,Zootecnia,,PIBIC,
AVALIAÇÃO FÍSICO-QUÍMICA DE HAMBÚRGUER CAPRINO ENRIQUECIDO COM AVEIA (AVENA SATIVA) E LINHAÇA (LINUM USITATISSIMUM),INOVAÇÃO NA CADEIA DA CAPRINOCULTURA  COMO FORMA DE CONTRIBUIR COM O DESENVOLVIMENTO REGIONAL,VIVIANE PEREIRA TIBURCIO,FLÁVIA DE OLIVEIRA PAULINO,2016,Zootecnia,,PIBITI,
AVALIAÇÃO MICROBIOLÓGICA DE HAMBÚRGUER CAPRINO ENRIQUECIDO COM AVEIA (AVENA SATIVA) E LINHAÇA (LINUM USITATISSIMUM),INOVAÇÃO NA CADEIA DA CAPRINOCULTURA  COMO FORMA DE CONTRIBUIR COM O DESENVOLVIMENTO REGIONAL,VIVIANE PEREIRA TIBURCIO,FLÁVIA DE OLIVEIRA PAULINO,2016,Zootecnia,,PIBITI,
ESTUDO DE COMPONENTES DA CURVA DE LACTAÇÃO DE CAPRINOS DA RAÇA ALPINA,ESTIMATIVAS DE PARÂMETROS GENÉTICOS E DE AMBIENTE PARA MEDIDAS REPETIDAS DE PRODUÇÃO DE LEITE EM CAPRINOS,ALBERICIO PEREIRA DE ANDRADE,GEORGE RODRIGO BELTRAO DA CRUZ,2016,Zootecnia,,PIBIC,
ESTUDO DE COMPONENTES DA CURVA DE LACTAÇÃO DE CAPRINOS LEITEIROS,ESTIMATIVAS DE PARÂMETROS GENÉTICOS E DE AMBIENTE PARA MEDIDAS REPETIDAS DE PRODUÇÃO DE LEITE EM CAPRINOS,ALBERICIO PEREIRA DE ANDRADE,GEORGE RODRIGO BELTRAO DA CRUZ,2016,Zootecnia,,PIBIC,
PARÂMETROS MOFOMÉTRICOS E SANGUÍNEOS DE TILÁPIA DO NILO ALIMENTADA COM DIETAS VALORIZADAS E INCLUSÃO DE ENZIMAS EXÓGENAS,EFEITOS DE UM COMPLEXO ENZIMÁTICO NA VALORIZAÇÃO DOS NUTRIENTES MAIS ONEROSOS DA DIETA DE TILÁPIA DO NILO,LEONARDO AUGUSTO FONSECA PASCOAL,JOSE HUMBERTO VILAR DA SILVA,2016,Zootecnia,,PIBIC,
EFEITO DA RESTRIÇÃO ALIMENTAR NOTURNA SOBRE OS PARÂMETROS DE CRESCIMENTO E QUALIDADE ÓSSEA DE FRANGOS DE CORTE,RESTRIÇÃO ALIMENTAR SOBRE O DESEMPENHO DE FRANGOS DE CORTE,LEONARDO AUGUSTO FONSECA PASCOAL,JOSE HUMBERTO VILAR DA SILVA,2016,Zootecnia,,PIBIC,
AVALIAÇÃO DE RESTRIÇÃO ALIMENTAR DIURNA SOBRE AS CARACTERÍSTICAS DE CARCAÇA DE FRANGOS DE CORTE,PROGRAMA DE ALIMENTAÇÃO SOBRE O DESEMPENHO E QUALIDADE DE CARNE DE FRANGOS DE CORTE,LEONARDO AUGUSTO FONSECA PASCOAL,JOSE JORDAO FILHO,2016,Zootecnia,,PIBIC,
EFEITO DA RESTRIÇÃO ALIMENTAR DIURNA SOBRE O DESEMPENHO DE FRANGOS DE CORTE,PROGRAMA DE ALIMENTAÇÃO SOBRE O DESEMPENHO E QUALIDADE DE CARNE DE FRANGOS DE CORTE,LEONARDO AUGUSTO FONSECA PASCOAL,JOSE JORDAO FILHO,2016,Zootecnia,,PIBIC,
EFEITO DA CONCENTRAÇÃO DE NITROGÊNIO NÃO PROTÉICO E PROTEÍNA VERDADEIRA IN VITRO SOBRE A DEGRADAÇÃO RUMINAL DA FIBRA EM DETERGENTE NEUTRO (FDN) DE FORRAGEM DE BAIXA QUALIDADE,EFEITO DA CONCENTRAÇÃO DE AMÔNIA RUMINAL SOBRE O APROVEITAMENTO DE FORRAGEM PARA CAPRINOS,FERNANDO GUILHERME PERAZZO COSTA,JULIANA SILVA DE OLIVEIRA,2016,Zootecnia,,PIBIC,
EFEITO DA CONCENTRAÇÃO DE NITROGÊNIO NÃO PROTÉICO IN VITRO SOBRE A DEGRADAÇÃO RUMINAL DA FIBRA EM DETERGENTE NEUTRO (FDN) DE FORRAGEM DE BAIXA QUALIDADE,EFEITO DA CONCENTRAÇÃO DE AMÔNIA RUMINAL SOBRE O APROVEITAMENTO DE FORRAGEM PARA CAPRINOS,FERNANDO GUILHERME PERAZZO COSTA,JULIANA SILVA DE OLIVEIRA,2016,Zootecnia,,PIBIC,
DESEMPENHO PRODUTIVO E INCIDÊNCIA DE DIARREIA DE LEITÕES DESMAMADOS ALIMENTADOS COM DIETAS SIMPLES E COMPLEXAS SUPLEMENTADAS COM GLUTAMINA E ÁCIDO GLUTÂMICO,L- GLUTAMINA E L-ÁCIDO GLUTÂMICO EM DIETAS SIMPLES E COMPLEXAS PARA LEITÕES DESMAMADOS,JOSE JORDAO FILHO,LEONARDO AUGUSTO FONSECA PASCOAL,2016,Zootecnia,,PIBIC,
DESEMPENHO PRODUTIVO DE COELHOS ALIMENTADOS COM DIETAS CONTENDO DIFERENTES NÍVEIS DE RESÍDUO DO PROCESSAMENTO DO TOMATE,RESÍDUO DO PROCESSAMENTO DO TOMATE EM DIETAS PARA COELHOS EM CRESCIMENTO,JOSE JORDAO FILHO,LEONARDO AUGUSTO FONSECA PASCOAL,2016,Zootecnia,,PIBIC,
USO DE IMAGENS TERMOGRÁFICAS NA AVALIAÇÃO DE CAVALOS DE VAQUEJADA,AVALIAÇÃO DE EQUINOS EM DIFERENTES MOMENTOS DAS PROVAS NO CIRCUITO DE VAQUEJADA,PAULO SERGIO DE AZEVEDO,MARIA LINDOMÁRCIA LEONARDO DA COSTA,2016,Zootecnia,,PIBIC,
MARCADORES SANGUÍNEOS EM EQUINOS DURANTE PROVAS DE VAQUEJADA,AVALIAÇÃO DE EQUINOS EM DIFERENTES MOMENTOS DAS PROVAS NO CIRCUITO DE VAQUEJADA,PAULO SERGIO DE AZEVEDO,MARIA LINDOMÁRCIA LEONARDO DA COSTA,2016,Zootecnia,,PIBIC,
CARACTERÍSTICAS QUANTATIVAS DA PERNA DE OVINOS SPDR ALIMENTADOS COM SILAGEM DE PALMA (OPUNTIA FICUS) ASSOCIADA A OFERTAS INTERMITENTES DE ÁGUA,QUALIDADE DA CARNE DE OVINOS SPRD ALIMENTADOS COM SILAGEM DE PALMA (OPUNTIA FICUS) ASSOCIADA A OFERTAS INTERMITENTES DE ÁGUA NA DIETA,MARIA LINDOMÁRCIA LEONARDO DA COSTA,PAULO SERGIO DE AZEVEDO,2016,Zootecnia,,PIBIC,
MACIEZ DA PERNA DE OVINOS SPDR ALIMENTADOS COM SILAGEM DE PALMA (OPUNTIA FICUS) ASSOCIADA A OFERTAS INTERMITENTES DE ÁGUA,QUALIDADE DA CARNE DE OVINOS SPRD ALIMENTADOS COM SILAGEM DE PALMA (OPUNTIA FICUS) ASSOCIADA A OFERTAS INTERMITENTES DE ÁGUA NA DIETA,MARIA LINDOMÁRCIA LEONARDO DA COSTA,PAULO SERGIO DE AZEVEDO,2016,Zootecnia,,PIBIC,
IDENTIFICAO E CARACTERIZAO HISTOLGICA DOS TIPOS DE CLULAS ENCONTRADA NO TECIDO EPITELIAL DO HEPATOPNCREAS DO CAMARO DE GUA DOCE (MACROBRACHIUM ROSENBERGII),CARACTERÍSTICAS HISTOLÓGICAS DO HEPATOPÂNCREAS DO CAMARÃO DE ÁGUA DOCE (MACROBRACHIUM ROSENBERGII),ARIOSVALDO NUNES DE MEDEIROS,RICARDO ROMAO GUERRA,2016,Zootecnia,,PIBIC,
"EFEITO DA SUPLEMENTAÇÃO COM METIONINA NA EXPRESSÃO (PROTEICA) DE CALBINDIN D28K NO INTESTINO, RIM E ÚTERO DE POEDEIRAS TERMONEUTRAS E SOB ESTRESSE TÉRMICO","EFEITO DA SUPLEMENTAÇÃO COM METIONINA NA EXPRESSÃO (PROTEICA E MRNA) DE TRPV 5 E CALBINDIN D28K NO INTESTINO, RIM E ÚTERO DE POEDEIRAS TERMONEUTRAS E SOB STRESS TÉRMICO",ARIOSVALDO NUNES DE MEDEIROS,RICARDO ROMAO GUERRA,2016,Zootecnia,,PIBIC,
"EFEITO DA SUPLEMENTAÇÃO COM METIONINA NA EXPRESSÃO (PROTEICA) DE TRPV 5 NO INTESTINO, RIM E ÚTERO DE POEDEIRAS TERMONEUTRAS E SOB ESTRESSE TÉRMICO","EFEITO DA SUPLEMENTAÇÃO COM METIONINA NA EXPRESSÃO (PROTEICA E MRNA) DE TRPV 5 E CALBINDIN D28K NO INTESTINO, RIM E ÚTERO DE POEDEIRAS TERMONEUTRAS E SOB STRESS TÉRMICO",SEVERINO GONZAGA NETO,RICARDO ROMAO GUERRA,2016,Zootecnia,,PIVIC,
"AVALIAR A RESPOSTA DE POEDEIRAS LEVES NA FASE DE CRESCIMENTO EM RELAÇÃO AO ADENSAMENTO DE ENERGIA, AMINOÁCIDOS E MINERAIS","ADENSAMENTO ENERGÉTICO, AMINOACÍDICO E DE MINERAIS EM DIETAS PARA POEDEIRAS LEVES EM CRESCIMENTO",JOSE HUMBERTO VILAR DA SILVA,ROSEANE MADEIRA BEZERRA,2016,Zootecnia,,PIBIC,
ANALISE BIOLÓGICA DE URÉIA DE LIBERAÇÃO LENTA,SOLUBILIDADE E ANÁLISE BIOLÓGICA DE URÉIA DE LIBERAÇÃO LENTA,SEVERINO GONZAGA NETO,SAFIRA VALENCA BISPO,2016,Zootecnia,,PIBIC,
SOLUBILIDADE DA URÉIA DE LIBERAÇÃO LENTA,SOLUBILIDADE E ANÁLISE BIOLÓGICA DE URÉIA DE LIBERAÇÃO LENTA,SEVERINO GONZAGA NETO,SAFIRA VALENCA BISPO,2016,Zootecnia,,PIBIC,
ADENSAMENTO NUTRICIONAL EM DIETAS PARA FRANGAS LEVES,UTILIZAÇÃO DE ENZIMAS EM DIETAS PARA POEDEIRAS LEVES,JOSE HUMBERTO VILAR DA SILVA,SARAH GOMES PINHEIRO,2016,Zootecnia,,PIBIC,
"CONSUMO, PRODUÇÃO E EFICIÊNCIA ALIMENTAR DE VACAS GIROLANDO ALIMENTADAS COM SORGO MOÍDO E NÍVEIS DE TANINO",UTILIZAÇÃO DE GRÃOS DE SORGO COM TANINO E ÁCIDO TÂNICO NA DIETA DE VACAS GIROLANDO EM LACTAÇÃO,CARLOS AUGUSTO ALANIS CLEMENTE,SEVERINO GONZAGA NETO,2016,Zootecnia,,PIBIC,
SÍNTESE DE PROTEÍNA MICROBIANA E BALANÇO DE N EM VACAS GIROLANDO ALIMENTADAS COM SORGO MOÍDO E NÍVEIS DE TANINO,UTILIZAÇÃO DE GRÃOS DE SORGO COM TANINO E ÁCIDO TÂNICO NA DIETA DE VACAS GIROLANDO EM LACTAÇÃO,CARLOS AUGUSTO ALANIS CLEMENTE,SEVERINO GONZAGA NETO,2016,Zootecnia,,PIBIC,
COMPOSIÇÃO FÍSICO-QUÍMICA DO LEITE DE VACAS GIROLANDO ALIMENTADAS COM SORGO MOÍDO E NÍVEIS DE TANINO,UTILIZAÇÃO DE GRÃOS DE SORGO COM TANINO E ÁCIDO TÂNICO NA DIETA DE VACAS GIROLANDO EM LACTAÇÃO,ALINE MENDES RIBEIRO,SEVERINO GONZAGA NETO,2016,Zootecnia,,PIVIC,
NÍVEIS COLESTEROLÊMICOS NO SANGUE DE VACAS GIROLANDO ALIMENTADAS COM SORGO MOÍDO E NÍVEIS DE TANINO,UTILIZAÇÃO DE GRÃOS DE SORGO COM TANINO E ÁCIDO TÂNICO NA DIETA DE VACAS GIROLANDO EM LACTAÇÃO,ALINE MENDES RIBEIRO,SEVERINO GONZAGA NETO,2016,Zootecnia,,PIVIC,
PERFIL LIPÍDICO DO LEITE DE VACAS GIROLANDO ALIMENTADAS COM SORGO MOÍDO E NÍVEIS DE TANINO,UTILIZAÇÃO DE GRÃOS DE SORGO COM TANINO E ÁCIDO TÂNICO NA DIETA DE VACAS GIROLANDO EM LACTAÇÃO,ALINE MENDES RIBEIRO,SEVERINO GONZAGA NETO,2016,Zootecnia,,PIVIC,
INFLUÊNCIA DO EMBRIÃO NA EXPRESSÃO DAS AQUAPORINAS 1 E 11 DURANTE A PLACENTAÇÃO EM BOVINOS,MODULAÇÃO DA EXPRESSÃO GÊNICA DO TECIDO UTERINO PELO EMBRIÃO BOVINO: INFLUÊNCIA NO METABOLISMO E TRANSPORTE CELULAR,SIMONE BOPP,DANILA BARREIRO CAMPOS,2016,Medicina Veterinária,,PIBIC,
INFLUÊNCIA DO EMBRIÃO NA EXPRESSÃO DO SLC2A1 E AGAT DURANTE A PLACENTAÇÃO EM BOVINOS,MODULAÇÃO DA EXPRESSÃO GÊNICA DO TECIDO UTERINO PELO EMBRIÃO BOVINO: INFLUÊNCIA NO METABOLISMO E TRANSPORTE CELULAR,SIMONE BOPP,DANILA BARREIRO CAMPOS,2016,Medicina Veterinária,,PIBIC,
DETECÇÃO DO ROTAVÍRUS EM EPISÓDIOS DE DIARREIA NEONATAL EM REBANHOS CAPRINOS DO ESTADO DA PARAÍBA,DETECÇÃO DE ENTEROPATÓGENOS CAUSADORES DE DIARREIAS NEONATAIS EM CAPRINOS DO ESTADO DA PARAÍBA.,SIMONE BOPP,DANILO TANCLER STIPP,2016,Medicina Veterinária,,PIBIC,
DETECÇÃO DE INFECÇÃO CONCOMITANTE POR CRYPTOSPORIDIUM PARVUM E ESCHERICHIA COLI EM EPISÓDIOS DE DIARREIA NEONATAL EM REBANHOS CAPRINOS DO ESTADO DA PARAÍBA,DETECÇÃO DE ENTEROPATÓGENOS CAUSADORES DE DIARREIAS NEONATAIS EM CAPRINOS DO ESTADO DA PARAÍBA.,SIMONE BOPP,DANILO TANCLER STIPP,2016,Medicina Veterinária,,PIBIC,
