"Plano:","Projeto:","Avaliador:","Orientador:","Vigência:","Área:","Subárea:","Programa:","Centro:"
"VALIDAO CLNICAS DOS DIAGNSTICOS, RESULTADOS E INTERVENES DE ENFERMAGEM CONSTANTES NA NOMENCLATURA DE ENFERMAGEM PARA A CLNICA PEDITRICA DO HULW/UFPB","SUBCONJUNTOS TERMINOLÓGICOS DA CIPE® PARA ÁREAS DE ESPECIALIDADES CLÍNICAS E DA ATENÇÃO BÁSICA EM SAÚDE","JOSILENE DE MELO BURITI VASCONCELOS","MARIA MIRIAM LIMA DA NOBREGA","2014","Enfermagem","Enfermagem Pediátrica","PIVIC",""
"PERFIL DAS INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS (ILPIS) NA REGIÃO METROPOLITANA DO MUNICÍPIO DE JOÃO PESSOA/PB","CONDIÇÕES DE VIDA, SAÚDE E ENVELHECIMENTO: UM ESTUDO COMPARADO","MARIA DJAIR DIAS","MARIA MIRIAM LIMA DA NOBREGA","2014","Enfermagem","Enfermagem de Saúde Pública","PIVIC",""
"SÍNTESE DE COMPÓSITOS ARGILA/QUITOSANA COMO SISTEMAS PARA LIBERAÇÃO CONTROLADA DE FÁRMACOS","BIOMATERIAIS HÍBRIDOS COMO SISTEMAS DE LIBERAÇÃO CONTROLADA DE FÁRMACOS","JULIO SANTOS REBOUCAS","MARIA GARDENNIA DA FONSECA","2014","Química","Química Inorgânica","PIVIC",""
"NOVOS MODELOS E PADRÕES DE CONTEÚDOS PARA LIVROS DIGITAIS EM FORMATO DE EBOOKS E AMPLIAÇÃO DA PÁGINA DO ELIVRE","PARA LER O DIGITAL: A RECONFIGURAÇÃO DO LIVRO NA ERA DA CIBERCULTURA","MARCEL VIEIRA BARRETO SILVA","MARCOS ANTONIO NICOLAU","2014","Comunicação","Jornalismo e Editoração","PIBIC",""
"ESTABELECIMENTO DE TÉCNICAS DE BIOLOGIA MOLECULAR PARA ANÁLISE EPIGENÉTICA, PERFIL DE METILAÇÃO DO GENE TIMP-3, EM CÂNCER GÁSTRICO","AVALIAÇÃO DO PERFIL DE METILAÇÃO DO GENE INIBIDOR DE METALOPROTEINASE EM AMOSTRAS DE CÂNCER GÁSTRICO DAS REGIÕES NORTE E NORDESTE","JOSE PINTO DE SIQUEIRA JUNIOR","ELEONIDAS MOURA LIMA","2014","Genética","Genética Humana e Médica","PIBIC",""
"GÊNERO E DOCÊNCIA SOB A ÓTICA DOS VIAJANTES EUROPEUS QUE VISITARAM O NORDESTE BRASILEIRO AO LONGO DO SÉCULO XIX","A DOCÊNCIA MASCULINA EM TEMPOS DE FEMINIZAÇÃO DO MAGISTÉRIO: FACETAS DE GÊNERO NO DEBATE SOBRE PROFISSÃO DOCENTE NA PARAHYBA DO NORTE (1860-1920)","JEAN CARLO DE CARVALHO COSTA","MATHEUS DA CRUZ E ZICA","2014","Educação","Fundamentos da Educação","PIVIC",""
"VIABILIDADE E MORFOLOGIA POLÍNICA EM ESPÉCIES COM HETERANTERIA","VIABILIDADE E MORFOLOGIA POLÍNICA DE ESPÉCIES COM DIFERENTES ESTRATÉGIAS REPRODUTIVAS","REINALDO FARIAS PAIVA DE LUCENA","LAÍS ANGÉLICA DE ANDRADE PINHEIRO BORGES","2014","Botânica","","PIVIC",""
"A ESCRITA NA ESCOLA NA ERA DIGITAL: COMO, O QUE E PARA QUE ESCREVEM ALUNOS DE 8º ANO DO ENSINO FUNDAMENTAL EM ESCOLAS DE JOÃO PESSOA","A ESCRITA NA ESCOLA NA ERA DIGITAL","KARINA CHIANCA VENANCIO","MARINEUMA DE OLIVEIRA COSTA CAVALCANTI","2014","Letras","Língua Portuguesa","PIVIC",""
"AS REPRESENTAÇÕES SEMIÓTICAS DAS OPERAÇÕES ARITMÉTICAS: MULTIPLICAÇÃO E DIVISÃO","A MEDIAÇÃO PEDAGÓGICA DAS REPRESENTAÇÕES SEMIÓTICAS NO ENSINO DE MATEMÁTICA NOS ANOS INICIAIS DE ESCOLARIZAÇÃO","MARINEUMA DE OLIVEIRA COSTA CAVALCANTI","MARIA ALVES DE AZEREDO","2014","Educação","Ensino-Aprendizagem","PIVIC",""
"DIAGNÓSTICO DA INFECÇÃO DE HTLV E ANÁLISE DOS EFEITOS GERADOS PELA COINFECÇÃO HIV/HTLV","PREVALÊNCIA DAS INFECÇÕES PELO HTLV E HCV EM PORTADORES DO VÍRUS DA IMUNODEFICIÊNCIA HUMANA (HIV)","VIRGINIA ANGELA MENEZES DE LUCENA E CARVALHO","FLAVIA CRISTINA FERNANDES PIMENTA","2014","Medicina","Clínica Médica","PIBIC",""
"CONCENTRAÇÃO E ESPECIALIZAÇÃO DA INDÚSTRIA DE TRANSFORMAÇÃO E EXTRATIVA DO ESTADO DO PARANÁ, NO PERÍODO DE 1994-2010.","A DINÂMICA DO EMPREGO INDUSTRIAL NOS ESTADOS DAS REGIÕES SUDESTE E SUL DO BRASIL, NO PERÍODO DE 1994-2010.","MARCIA BATISTA DA FONSECA","MAGNO VAMBERTO BATISTA DA SILVA","2014","Economia","Economia Regional e Urbana","PIBIC",""
"A NOVA ONDA DE ATIVISMO JURÍDICO: O USO DE PRECEDENTES ESTRANGEIROS NO JUDICIÁRIO NACIONAL COMO ESTRATÉGIA DE PROTAGONISMO POLÍTICO","ATIVISMO JURÍDICO E JUSTIÇA TRANSNACIONAL","ENOQUE FEITOSA SOBREIRA FILHO","GUSTAVO RABAY GUERRA","2014","Direito","Teoria do Direito","PIBIC",""
"VANTAGENS COMPARATIVAS DO SETOR EXPORTADOR PARAIBANO","DESEMPENHO E EVOLUÇÃO DO SETOR EXPORTADOR PARAIBANO","SINEZIO FERNANDES MAIA","MARCIA BATISTA DA FONSECA","2014","Economia","Economia Internacional","PIBIC",""
"MEMÓRIAS E IMAGENS POTIGUARA NO PERÍODO 1980-2006","ACERVOS E ANTROPOLOGIA VISUAL: DIÁLOGO E CONHECIMENTO DAS IMAGENS NA REGIÃO DE RIO TINTO - PB","FABIO MURA","JOAO MARTINHO BRAGA DE MENDONCA","2014","Antropologia","Antropologia Urbana","PIVIC",""
"PREPARAÇÃO DE BIONANOCOMPÓSITOS À BASE DE QUITOSANA/SILICATOS EM CAMADAS","BIONANOCOMPÓSITOS Á BASE DE QUITOSANA/SILICATOS EM CAMADAS: EFEITO DO TEOR DE QUITOSANA E DO SILICATO EM CAMADAS NA MORFOLOGIA DOS FILMES","DANIELLE GUEDES DE LIMA CAVALCANTE","ITAMARA FARIAS LEITE","2014","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBITI",""
"AVALIAÇÃO IN VITRO DA AÇÃO ANTIBACTERIANA E ANTIADERENTE DE COLUTÓRIOS COM E SEM ÁLCOOL SOBRE STREPTOCOCCUS MUTANS","AVALIAÇÃO IN VITRO DA AÇÃO ANTIBACTERIANA E ANTIADERENTE DE COLUTÓRIOS COM E SEM ÁLCOOL SOBRE STREPTOCOCCUS MUTANS","CLAUDIA HELENA SOARES DE MORAIS FREITAS","BIANCA MARQUES SANTIAGO","2014","Odontologia","Odontologia Social e Preventiva","PIBIC",""
"DA FORMAÇÃO AO DISCURSO","EDUCAÇÃO DE SURDOS: A FORMAÇÃO DO EDUCADOR EM FOCO","EDINEIDE JEZINI MESQUITA","ANA DORZIAT BARBOSA DE MELO","2014","Educação","Tópicos Específicos de Educação","PIBIC",""
"DA FORMAÇÃO À PRÁTICA","EDUCAÇÃO DE SURDOS: A FORMAÇÃO DO EDUCADOR EM FOCO","EDINEIDE JEZINI MESQUITA","ANA DORZIAT BARBOSA DE MELO","2014","Educação","Tópicos Específicos de Educação","PIBIC",""
"AVALIAÇÃO DAS PROPRIEDADES ADSORTIVAS (CINÉTICA E TERMODINÂMICA) DOS NANOTUBOS DE ÓXIDO DE FERRO","PRODUÇÃO DE NANOTUBOS DE ÓXIDO DE FERRO, (CATALISADORES E ADSORVENTES) E AVALIAÇÃO DE SUAS PROPRIEDADES ADSORTIVAS","LEOPOLDO OSWALDO ALCAZAR ROJAS","VIVIAN STUMPF MADEIRA","2014","Engenharia Química","Processos Industriais de Engenharia Química","PIBITI",""
"ANÁLISE DO POTENCIAL EROSIVO DE SUCOS COM ADIÇÃO DE SOJA SOBRE O ESMALTE DENTÁRIO","ANÁLISE DO POTENCIAL EROSIVO DE DIFERENTES BEBIDAS ÁCIDAS NO ESMALTE DENTÁRIO: UM ESTUDO IN VITRO","PATRICIA MOREIRA RABELLO","ANDRESSA FEITOSA BEZERRA DE OLIVEIRA","2014","Odontologia","Odontologia Social e Preventiva","PIBIC",""
"CARACTERIZAÇÃO DA HETEROCROMATINA EM REPRESENTANTES DE CITRUS E GÊNEROS RELACIONADOS","CARACTERIZAÇÃO E DISTRIBUIÇÃO DAS SEQUENCIAS SATÉLITE NA SUBFAMÍLIA AURANTIOIDEAE (RUTACEAE): UMA FORMA DE COMPREENDER A EVOLUÇÃO CROMOSSÔMICA E AS RELAÇÕES FILOGENÉTICAS DENTRO DO GRUPO","MAILSON MONTEIRO DO REGO","ANA EMILIA BARROS E SILVA","2014","Genética","Genética Vegetal","PIBIC",""
"PERCEPÇÃO DA QUALIDADE DE VIDA EM USUÁRIOS DA ATENÇÃO BÁSICA DE SAÚDE PORTADORES DE FIBROMIALGIA","ATUAÇÃO DA FISIOTERAPIA EM USUÁRIOS DA ATENÇÃO BÁSICA DE SAÚDE PORTADORES DE FIBROMIALGIA","PALLOMA RODRIGUES DE ANDRADE","MARIA DE FATIMA ALCANTARA BARROS","2014","Fisioterapia e Terapia Ocupacional","","PIBIC",""
"CRESCIMENTO E PRODUÇÃO DO PIMENTÃO SUBMETIDO A DIFERENTES LÂMINAS E FREQUÊNCIAS DE IRRIGAÇÃO EM AGROECOSSISTEMA COM REDUÇÃO DE PERDAS HÍDRICAS.","MANEJO DE OLERICOLAS EM SISTEMAS DE PRODUÇÃO SUBMETIDO A ESTRESSE ABIÓTICO E BIORREGULADORES","SILVANIA MARIA DE SOUZA GOMES NASCIMENTO","THIAGO JARDELINO DIAS","2014","Agronomia","Ciência do Solo","PIVIC",""
"IMPACTO DAS CONDIÇÕES DE SAÚDE BUCAL NA QUALIDADE DE VIDA DE CRIANÇAS E ADOLESCENTES COM PARALISIA CEREBRAL","CONSTRUÇÃO DA LINHA DE CUIDADO EM SAÚDE BUCAL","MARIZE RAQUEL DINIZ DA ROSA","WILTON WILNEY NASCIMENTO PADILHA","2014","Odontologia","Odontologia Social e Preventiva","PIVIC",""
"CIANOBACTÉRIAS ASSOCIADAS A CORAIS E ZOANTÍDEOS DOS RECIFES COSTEIROS DA PARAÍBA. CULTIVO, TAXONOMIA E INTERAÇÕES ECOLÓGICAS","HETEROGENEIDADE ESPAÇO-TEMPORAL E RESPOSTAS ÀS MUDANÇAS CLIMÁTICAS (GRUPO DE TRABALHO 1.3 - OS RECIFES E OS ECOSSISTEMAS CORALINOS)","GEORGE EMMANUEL CAVALCANTI DE MIRANDA","ROBERTO SASSI","2014","Oceanografia","Oceanografia Biológica","PIBIC",""
"UM ESTUDO DA COSMOLOGIA E O CENÁRIO DA INFLAÇÃO","EXTENSÕES DE GAUGE DO MODELO PADRÃO ELETROFRACO, SUPERSIMETRIA E A MATÉRIA ESCURA NO UNIVERSO","JORGE GABRIEL GOMES DE SOUZA RAMOS","PAULO SERGIO RODRIGUES DA SILVA","2014","Física","Física das Partículas Elementares e Campos","PIVIC",""
"CARACTERIZAÇÃO MORFOLÓGICA DOS HEMÓCITOS DA OSTRA CRASSOSTREA GASAR.","CARACTERIZAÇÃO MORFOLÓGICA DOS HEMÓCITOS DA OSTRA CRASSOSTREA GASAR.","IERECE MARIA DE LUCENA ROSA","PATRICIA MIRELLA DA SILVA SCARDUA","2014","Recursos Pesqueiros e Engenharia de Pesca","Aqüicultura","PIBIC",""
"DESENVOLVIMENTO DE DISPOSITIVOS OPTOELETRÔNICOS PARA ESTUDOS EXPERIMENTAIS EM FÍSICA ATÔMICA","ESTUDOS DE INTERAÇÕES FUNDAMENTAIS EM SUPERFÍCIE E DIFUSÃO DE FÓTONS EM UM VAPOR ATÔMICO RESSONANTE","DIONISIO BAZEIA FILHO","MARTINE PATRICIA ARLTTE CHEVROLLER","2014","Física","Física Atômica e Molecular","PIBIC",""
"CONSTRUÇÃO DE BANCO DE TERMOS RELACIONADOS À PRÁTICA DE ENFERMAGEM EM DIABETES NA ATENÇÃO ESPECIALIZADA E HOSPITALAR","SUBCONJUNTOS TERMINOLÓGICOS DA CIPE® PARA ÁREAS DE ESPECIALIDADES CLÍNICAS E DA ATENÇÃO BÁSICA EM SAÚDE","PATRICIA SERPA DE SOUZA BATISTA","MARIA MIRIAM LIMA DA NOBREGA","2014","Enfermagem","Enfermagem Médico-Cirúrgica","PIVIC",""
"MONTIMORILLONITAS REGIONAIS COMO CARREGADORAS DE FÁRMACOS","MATERIAIS HÍBRIDOS DERIVADOS DA INTERAÇÃO DE ARGILOMINERAIS E FÁRMACOS","JULIO SANTOS REBOUCAS","MARIA GARDENNIA DA FONSECA","2014","Química","Química Inorgânica","PIBIC",""
"OBTENÇÃO E MODIFICAÇÃO FÍSICO-QUÍMICA DE QUITOSANA OBTIDA A PARTIR DE REJEITO DE CRUSTÁCEOS COMO SISTEMA DE LIBERAÇÃO DE FÁRMACO","QUITOSANA NA FORMA DE ESFERAS, MICROESFERAS E NANOPARTÍCULAS COMO CARREADORA DE FÁRMACOS","JULIO SANTOS REBOUCAS","MARIA GARDENNIA DA FONSECA","2014","Química","Química Inorgânica","PIBIC",""
"PRÁTICAS DE CUIDADO FRENTE AO ENVELHECIMENTO HUMANO: REVELANDO HISTÓRIAS DE CUIDADO, POR IDOSOS, NA ESTRATÉGIA SAÚDE DA FAMÍLIA.","PRÁTICAS DE CUIDADO NO SISTEMA FORMAL E INFORMAL DE SAÚDE","NEUSA COLLET","MARIA DJAIR DIAS","2014","Enfermagem","Enfermagem de Saúde Pública","PIVIC",""
"AVALIAÇÃO DA EFICIÊNCIA DOS FUNGOS BEAUVERIA BASSIANA E METARHIZIUM ANISOPLIAE NO CONTROLE DE CERATITIS CAPITATA","CONTROLE BIOLÓGICO DE MOSCA-DAS-FRUTAS CERATITIS CAPITATA (DIPTERA:TEPHRITIDAE)","LUCIANA CORDEIRO DO NASCIMENTO","JACINTO DE LUNA BATISTA","2014","Agronomia","Fitossanidade","PIVIC",""
"AVALIAÇÃO DO EFEITO VASORRELAXANTE DE FRUTAS DO NORDESTE","PRODUTOS NATURAIS E/OU SINTÉTICOS BIOATIVOS COM POTENCIAL TERAPÊUTICO HIPOTENSOR ESTUDOS IN VIVO E IN VITRO","JOSEAN FECHINE TAVARES","ISAC ALMEIDA DE MEDEIROS","2014","Farmácia","Farmacognosia","PIBIC",""
"AVALIAÇÃO DE FONTES DE CARBONO INDUTORAS NA PRODUÇÃO DE CELULASES PELA BACTÉRIA C1AC55.07 EM BIORREATOR DE BANCADA","AVALIAÇÃO DA PRODUÇÃO DE CELULASES POR BACTÉRIAS ISOLADAS DA AGROINDÚSTRIA SUCROALCOOLEIRA","LEOPOLDO OSWALDO ALCAZAR ROJAS","FLAVIO LUIZ HONORATO DA SILVA","2014","Engenharia Química","Processos Industriais de Engenharia Química","PIBITI",""
"EQUAÇÕES DIFERENCIAIS ORDINÁRIAS","LIMITES ASSINTÓTICOS DE SISTEMAS NÃO-LINEARES","JOAO MARCOS BEZERRA DO O","FAGNER DIAS ARARUNA","2014","Matemática","Análise","PIBIC",""
"DESENVOLVIMENTO DE TECNOLOGIAS DE PRODUÇÃO DA DROGA VEGETAL E EXTRATOS DE ANGICO (ANADENANTHERA COLUBRINA VAR.CEBIL)","DESENVOLVIMENTO DE METODOLOGIAS ANALÍTICAS E TECNOLOGIAS DE PRODUÇÃO DA DROGA VEGETAL E EXTRATOS DE ANGICO (ANADENANTHERA COLUBRINA VAR. CEBIL)","BARBARA VIVIANA DE OLIVEIRA SANTOS","FABIO SANTOS DE SOUZA","2014","Farmácia","Análise e Controle e Medicamentos","PIBIC",""
"CULTURA MATERIAL ESCOLAR: ARTEFATOS E ESPAÇOS ESCOLARES NA PARAHYBA DO NORTE (1850-1889).","CIRCULAÇÃO DE LIVROS, COMPÊNDIOS E ARTEFATOS ESCOLARES NA PARAHYBA DO NORTE NA SEGUNDA METADE DO OITOCENTOS.","PAULO GIOVANI ANTONINO NUNES","CLAUDIA ENGLER CURY","2014","História","História do Brasil","PIBIC",""
"ESTUDO COMPARATIVO ENTRE OS MÉTODOS DE MACRORRESTRIÇÃO DO DNA CROMOSSOMAL E REP-PCR PARA SUBTIPAGEM DE STAPHYLOCOCCUS CAUSADORES DE MASTITE EM CABRAS","CARACTERIZAÇÃO DA MICROBIOTA DO TETO E DO LEITE DE CABRAS COM E SEM MASTITE POR PIROSEQUENCIAMENTO DO GENE RRNA16S-UMA ABORDAGEM METAGENÔMICA","RAFAEL FELIPE DA COSTA VIEIRA","CELSO JOSE BRUNO DE OLIVEIRA","2014","Medicina Veterinária","Medicina Veterinária Preventiva","PIBIC",""
"FRMIONS E FÓTONS NO CONTEXTO DE TEORIA QUÂNTICA DE CAMPOS","BARIOGÊNESIS VIA LEPTOGÊNESIS NO CONTEXTO DOS MODELOS 3-3-1","PAULO SERGIO RODRIGUES DA SILVA","CARLOS ANTONIO DE SOUSA PIRES","2014","Física","Física das Partículas Elementares e Campos","PIBIC",""
"AVALIAO IN VITRO DA ADERNCIA DE STREPTOCOCCUS MUTANS  SUPERFCIE DE DOIS MODELOS DE BRAQUETES AUTOLIGADOS.","AVALIAÇÃO IN VITRO DA ADERÊNCIA DE STREPTOCOCCUS MUTANS À SUPERFÍCIE DE DOIS MODELOS DE BRAQUETES AUTOLIGADOS.","CLAUDIA HELENA SOARES DE MORAIS FREITAS","ANA MARIA GONDIM VALENCA","2014","Odontologia","Odontopediatria","PIBIC",""
"PERFIS DE VULNERABILIDADE EM SAÚDE NAS CIDADES RURAIS","VULNERABILIDADES EM SAÚDE: ACESSO AOS SERVIÇOS DE SAÚDE E VULNERABILIDADES DE RESIDENTES EM CIDADES RURAIS","MARIA DE FATIMA PEREIRA ALBERTO","ANA ALAYDE WERBA SALDANHA PICHELLI","2014","Psicologia","Psicologia Social","PIBIC",""
"INVESTIGAÇÃO DA SUPLEMENTAÇÃO COM ALICINA NA CAPACIDADE HIPOTENSORA EM RESPOSTA A UMA SESSÃO DE EXERCÍCIO FÍSICO","INFLUÊNCIA DA SUPLEMENTAÇÃO CRÔNICA COM ALIMENTOS E SUPLEMENTOS NUTRICIONAIS NA HIPOTENSÃO INDUZIDA PELO EXERCÍCIO EM HIPERTENSOS","GILMÁRIO RICARTE BATISTA","ALEXANDRE SERGIO SILVA","2014","Educação Física","","PIVIC",""
"A ESCRITA NA ESCOLA NA ERA DIGITAL: COMO, O QUE E PARA QUE ESCREVEM ALUNOS DE 6º ANO DO ENSINO FUNDAMENTAL EM ESCOLAS DE JOÃO PESSOA","A ESCRITA NA ESCOLA NA ERA DIGITAL","MARTA PRAGANA DANTAS","MARINEUMA DE OLIVEIRA COSTA CAVALCANTI","2014","Letras","Língua Portuguesa","PIBIC",""
"MEDIDAS DE AUTOAVALIAÇÃO VOCAL EM PACIENTES COM DIFERENTES DIAGNÓSTICOS LARÍNGEOS","INTEGRAÇÃO DOS DADOS DE NATUREZA FISIOLÓGICA, PERCEPTUAL, ACÚSTICA E DE AUTOAVALIAÇÃO EM PACIENTES DISFÔNICOS","MARINE RAQUEL DINIZ DA ROSA","LEONARDO WANDERLEY LOPES","2014","Fonoaudiologia","","PIVIC",""
"DIVERSIDADE GENÉTICA DE AGENTES CAUSADORES DE MASTITE EM CABRAS","CARACTERIZAÇÃO DA MICROBIOTA DO TETO E DO LEITE DE CABRAS COM E SEM MASTITE POR PIROSEQUENCIAMENTO DO GENE RRNA16S-UMA ABORDAGEM METAGENÔMICA","RAFAEL FELIPE DA COSTA VIEIRA","CELSO JOSE BRUNO DE OLIVEIRA","2014","Medicina Veterinária","Medicina Veterinária Preventiva","PIBIC",""
"ACESSO À JUSTIÇA INTERNACIONAL COMO ESTRATÉGIA DE CONCRETIZAÇÃO DOS DIREITOS HUMANOS NA PERSPECTIVA DA MUNDIALIZAÇÃO DO JUDICIÁRIO","ATIVISMO JURÍDICO E JUSTIÇA TRANSNACIONAL","ENOQUE FEITOSA SOBREIRA FILHO","GUSTAVO RABAY GUERRA","2014","Direito","Teoria do Direito","PIVIC",""
"CARACTERIZAÇÃO MORFOMÉTRICA DA RAIA BORBOLETA, GYMNURA MICRURA (ELASMOBRANCHII: MYLIOBATIFORMES)","BIOLOGIA DAS RAIAS DA ORDEM MYLIOBATIFORMES (CHONDRICHTHYES: ELASMOBRANCHII)","CELSO FEITOSA MARTINS","RICARDO DE SOUZA ROSA","2014","Zoologia","Taxonomia dos Grupos Recentes","PIBIC",""
"INVESTIGAÇÃO DA LIBERAÇÃO DE FEROMÔNIOS POR MACROESFERAS POROSAS DE POLIÉSTERES BIODEGRADÁVEIS","MACROESFERAS POROSAS PARA LIBERAÇÃO DE FEROMÔNIOS","RAMON ALVES TORQUATO","JULIANO ELVIS OLIVEIRA","2014","Engenharia de Materiais e Metalúrgica","Materiais não Metálicos","PIBITI",""
"MEDIDA E INTEGRAÇÃO","LIMITES ASSINTÓTICOS DE SISTEMAS NÃO-LINEARES","JOAO MARCOS BEZERRA DO O","FAGNER DIAS ARARUNA","2014","Matemática","Análise","PIBIC",""
"CARACTERIZAÇÃO DO ANTAGONISMO E INVESTIGAÇÃO DA PARTICIPAÇÃO DOS CANAIS DE CÁLCIO NA AÇÃO ESPASMOLÍTICA DO FLAVONOIDE 3,6 DIMETIL ÉTER GALETINA, ISOLADO DE PIPTADENIA STIPULACEAE (BENTH.) DUCKE, EM ÍLEO DE COBAIA","INVESTIGAÇÃO DO MECANISMO DE AÇÃO ESPASMOLÍTICA DO FLAVONOIDE 3,6 DIMETIL ÉTER GALETINA, ISOLADO DE PIPTADENIA STIPULACEAE (BENTH.) DUCKE (FABACEAE), EM ÍLEO DE COBAIA","ROBSON CAVALCANTE VERAS","BAGNOLIA ARAUJO DA SILVA","2014","Farmacologia","Farmacologia Geral","PIVIC",""
"ANÁLISE DOS DADOS DO CENSO AGROPECUÁRIO 2006 - ESTADO DA PARAÍBA","QUESTÃO AGRÁRIA NA PARAÍBA: ESTRUTURA FUNDIÁRIA, MOVIMENTOS SOCIAIS E REFORMA AGRÁRIA","EDUARDO RODRIGUES VIANA DE LIMA","MARCO ANTONIO MITIDIERO JUNIOR","2014","Geografia","","PIBIC",""
"MEDIÇÃO DE VELOCIDADE DE VENTO E VERIFICAÇÃO EXPERIMENTAL EM UM TÚNEL DE VENTO","MEDIÇÃO DE VELOCIDADE DE VENTO UTILIZANDO TRANSDUTORES ULTRASSÔNICOS BASEADO EM TÉCNICAS DE FUSÃO DE DADOS","NADY ROCHA","JUAN MOISES MAURICIO VILLANUEVA","2014","Engenharia Elétrica","Medidas Elétricas, Magnéticas e Eletrônicas","PIBIC",""
"AVALIAÇÃO NEUROPSICOLOGICA DA ATENÇÃO E MOVIMENTOS OCULARES E SUA RELAÇÃO COM PADRÕES DE RESPOSTAS COMPORTAMENTAIS AGRESSIVAS, PASSIVAS E ASSERTIVAS","PROCESSOS ATENCIONAIS E ASSERTIVIDADE","JULIO RIQUE NETO","MELYSSA KELLYANE CAVALCANTI GALDINO","2014","Psicologia","Psicologia Cognitiva","PIVIC",""
"AVALIAÇÃO IMUNOISTOQUÍMICA DA GALECTINA -3 EM DISPLASIA EPITELIAL EM QUEILITE ACTÍNICA","AVALIAÇÃO IMUNOISTOQUÍMICA DAS GALECTINAS -1, -3 E -7 EM QUEILITE ACTÍNICA","FRANKLIN DELANO SOARES FORTE","MARIZE RAQUEL DINIZ DA ROSA","2014","Odontologia","Odontologia Social e Preventiva","PIBIC",""
"CARACTERIZAÇÃO MICROSCÓPICA DO SISTEMA REPRODUTOR FEMININO DA PREGUIÇA COMUM (BRADYPUS VARIEGATUS)","MORFOLOGIA DO SISTEMA REPRODUTOR FEMININO E MORFOMETRIA DE FOLÍCULOS OVARIANOS EM PREGUIÇA COMUM (BRADYPUS VARIEGATUS)","FABIANA SATAKE","DANILA BARREIRO CAMPOS","2014","Medicina Veterinária","Reprodução Animal","PIBIC",""
"DOCUMENTAÇÃO DO PROCESSO DE ENFERMAGEM EM UMA CLÍNICA DE DOENÇAS INFECTOCONTAGIOSAS","PROCESSO DE CUIDAR AO ADULTO PORTADOR DE DOENÇAS TRANSMISSÍVEIS E NÃO TRANSMISSÍVEIS","IAPONIRA CORTEZ COSTA DE OLIVEIRA","MARTA MIRIAM LOPES COSTA CUNHA","2014","Enfermagem","Enfermagem de Doenças Contagiosas","PIVIC",""
"BIORESOLUÇÃO DE ÉSTERES COM LIPASE VISANDO A OBTENÇÃO DE ADUTOS DE MORITA-BAYLIS HILLMAN (MBH) QUIRAIS COM ATIVIDADE LEISHIMANICIDA.","BIOCATÁLISE ASSIMÉTRICA MEDIADA POR CÉLULAS ÍNTEGRAS DE MICRORGANISMOS E ENZIMAS ISOLADAS","BRUNO FREITAS LIRA","JULIANA ALVES VALE","2014","Química","Química Orgânica","PIBIC",""
"ANÁLISE SENSORIAL E MICROBIOLÓGICA DAS VARIÁVEIS DO QUEIJO DE COALHO APÓS SUBSTITUIÇÃO DE CLORETO DE SÓDIO POR CLORETO DE POTÁSSIO E REDUÇÃO DE GORDURA","OBTENÇÃO DE QUEIJO DE COALHO COM SUBSTITUIÇÃO PARCIAL DE SAIS E REDUZIDO TEOR DE GORDURA","PIERRE CORRÊA MARTINS","RICARDO TARGINO MOREIRA","2014","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"INFLUENCIA DAS VARIÁVEIS DO PROCESSO DE SUBSTITUIÇÃO DO CLORETO DE SÓDIO POR CLORETO DE POTÁSSIO NAS CARACTERÍSTICAS FÍSICAS E QUÍMICAS DO PÃO FRANCÊS","SUBSTITUIÇÃO DE CLORETO DE SÓDIO POR CLORETO DE POTÁSSIO: INFLUÊNCIA SOBRE OS PARÂMETROS DE QUALIDADE DO PÃO FRANCÊS","PIERRE CORRÊA MARTINS","RICARDO TARGINO MOREIRA","2014","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"CARACTERIZAÇÃO DA QUALIDADE DE VIDA DOS PORTADORES DE HANSENÍASE NA CIDADE DE JOÃO PESSOA/PB.","PROCESSO DE CUIDAR EM FERIDAS HANSÊNICAS: EDUCAÇÃO EM SAÚDE, MEDIDAS PREVENTIVAS E NOVAS TECNOLOGIAS TERAPÊUTICAS.","SOLANGE FATIMA GERALDO DA COSTA","MARIA JULIA GUIMARAES OLIVEIRA SOARES","2014","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"TERAPIA COMUNITÁRIA INTEGRATIVA UMA FERRAMENTA NO CUIDADO DA SAÚDE MENTAL","A FORMAÇÃO DE TERAPEUTAS COMUNITÁRIOS: UM NOVA CAMINHO PARA A SAÚDE MENTAL","JOAO EUCLIDES FERNANDES BRAGA","MARIA DE OLIVEIRA FERREIRA FILHA","2014","Enfermagem","Enfermagem Psiquiátrica","PIBIC",""
"ANÁLISE DO NÍVEL DE INSTRUÇÃO DOS ESTUDANTES UNIVERSITÁRIOS ACERCA DE FINANÇAS PESSOAIS","ANÁLISE DO NÍVEL DE INSTRUÇÃO DOS ESTUDANTES UNIVERSITÁRIOS ACERCA DE FINANÇAS PESSOAIS","RENATA FRANCISCO BALDANZA","MARCIO ANDRE VERAS MACHADO","2014","Administração","Administração de Empresas","PIBIC",""
