"Plano:","Projeto:","Avaliador:","Orientador:","Vigência:","Área:","Subárea:","Programa:","Centro:"
"COORDENAÇÃO DO CUIDADO AOS PORTADORES DE TUBERCULOSE NOS SERVIÇOS DE SAÚDE, NA PERSPECTIVA DO ENFERMEIRO","TUBERCULOSE: ANÁLISE DOS PONTOS DE ESTRANGULAMENTO DA ATENÇÃO PARA CONTROLE DA DOENÇA NO MUNICÍPIO DE JOÃO PESSOA-PB","ANA CLAUDIA TORRES DE MEDEIROS","JORDANA DE ALMEIDA NOGUEIRA","2015","Enfermagem","Enfermagem de Doenças Contagiosas","PIBIC",""
"PRÁTICA DE ENFERMAGEM NA ESTRATÉGIA DE CUIDADO AO CLIENTE ACOMETIDO PELA HANSENÍASE.","PROCESSO DE CUIDAR EM FERIDAS HANSÊNICAS: EDUCAÇÃO EM SAÚDE, MEDIDAS PREVENTIVAS E NOVAS TECNOLOGIAS TERAPÊUTICAS.","GREICY KELLY GOUVEIA DIAS BITTENCOURT","MARIA JULIA GUIMARAES OLIVEIRA SOARES","2015","Enfermagem","Enfermagem de Doenças Contagiosas","PIBIC",""
"ATENDIMENTO PREVENTIVO A PESSOA IDOSA ATENDIDA NAS UNIDADES DE ESTRATÉGIAS DA FAMÍLIA FRENTE AO HIV/AIDS.","REPRESENTAÇÕES SOCIAIS DA VULNERABILIDADE AO HIV/AIDS EM IDOSOS DAS UNIDADES DE ESTRÁTEGIAS DE SAUDE DA FAMÍLIA","MARIA DJAIR DIAS","MARIA ADELAIDE SILVA PAREDES MOREIRA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"VIOLÊNCIA SEXUAL EM MULHERES PRIVADAS DE LIBERDADE: PRÁTICA SEXUAL E CÁRCERE","REPRESENTAÇÕES SOCIAIS SOBRE A VIOLÊNCIA SEXUAL E SUA INTERFACE COM O HIV/AIDS EM MULHERES PRIVADAS DE LIBERDADE","ANA CLAUDIA TORRES DE MEDEIROS","JORDANA DE ALMEIDA NOGUEIRA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"AVALIAÇÃO DO IMPACTO DA PALHAÇOTERAPIA NO AMBIENTE HOSPITALAR","TIQUINHO DE ALEGRIA: A PALHAÇOTERAPIA COMO ESTRATÉGIA DE HUMANIZAÇÃO DA ASSISTÊNCIA À CRIANÇA HOSPITALIZADA","EDUARDO SERGIO SOARES SOUSA","IAPONIRA CORTEZ COSTA DE OLIVEIRA","2015","Medicina","","PIBIC",""
"CONHECIMENTOS E ATITUDES DE PROFISSIONAIS DE UM SERVIÇO PÚBLICO DE EMERGÊNCIA SOBRE USO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - EPIS","GESTÃO DE RISCO: CONHECIMENTOS E ATITUDES DE PROFISSIONAIS DE SAÚDE SOBRE ADOÇÃO DE MEDIDAS DE BIOSSEGURANÇA","MARIA MIRIAM LIMA DA NOBREGA","MARIA BERNADETE DE SOUSA COSTA","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIBIC",""
"EDUCAÇÃO EM SAÚDE NA ESCOLA: CONHECIMENTO E CRENÇAS DE ESTUDANTES SOBRE PRESERVATIVO","DOENÇAS DE EVOLUÇÃO CRÔNICA: PREVENÇÃO, CUIDADO E  QUALIDADE DE VIDA","IOLANDA BESERRA DA COSTA SANTOS","SIMONE HELENA DOS SANTOS OLIVEIRA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"CONHECIMENTOS DE ENFERMEIROS SOBRE INSUFICIÊNCIA CARDÍACA","DOENÇAS DE EVOLUÇÃO CRÔNICA: PREVENÇÃO, CUIDADO E  QUALIDADE DE VIDA","IOLANDA BESERRA DA COSTA SANTOS","SIMONE HELENA DOS SANTOS OLIVEIRA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"MULHERES IDOSAS COM INCAPACIDADE FUNCIONAL: REVELANDO PRÁTICAS DE CUIDADO","PRÁTICAS DE CUIDADO NO SISTEMA FORMAL E INFORMAL DE SAÚDE","MARIA ADELAIDE SILVA PAREDES MOREIRA","MARIA DJAIR DIAS","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"INVESTIGANDO PRÁTICAS DE CUIDADOS UTILIZADAS POR IDOSAS PARTICIPANTES DAS OFICINAS DE RESGATE DA AUTOESTIMA","PRÁTICAS DE CUIDADO NO SISTEMA FORMAL E INFORMAL DE SAÚDE","MARIA ADELAIDE SILVA PAREDES MOREIRA","MARIA DJAIR DIAS","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"CARACTERIZAÇÃO DE PACIENTES COM DIABETES MELITTUS ATENDIDOS EM SEGUIMENTO AMBULATORIAL.","PROCESSO DE CUIDAR DOS PACIENTES DIABÉTICOS CADASTRADOS NA ATENÇÃO BÁSICA EM JOÃO PESSOA","PATRICIA SERPA DE SOUZA BATISTA","MARTA MIRIAM LOPES COSTA CUNHA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"DETERMINANTES DE ENVELHECIMENTO ATIVO EM HOMENS IDOSOS ATENDIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL À SAÚDE","DETERMINANTES DE ENVELHECIMENTO ATIVO EM IDOSOS ATENDIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL À SAÚDE","MARIA DJAIR DIAS","MARIA DAS GRAÇAS MELO FERNANDES","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"DETERMINANTES DE ENVELHECIMENTO ATIVO EM MULHERES IDOSAS ATENDIDAS EM UM CENTRO DE ATENÇÃO INTEGRAL À SAÚDE","DETERMINANTES DE ENVELHECIMENTO ATIVO EM IDOSOS ATENDIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL À SAÚDE","MARIA DJAIR DIAS","MARIA DAS GRAÇAS MELO FERNANDES","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"A DISCURSIVIDADE DE ENFERMEIROS GESTORES RELACIONADA ÀS AÇÕES DE CUIDADO À PESSOA IDOSA COM TUBERCULOSE E SUAS IMPLICAÇÕES NO RETARDO DO DIAGNÓSTICO","RETARDO DO DIAGNÓSTICO DA TUBERCULOSE EM PESSOAS IDOSAS: AÇÕES DO ENFERMEIRO EM MUNICÍPIOS DA REGIÃO DA GRANDE JOÃO PESSOA - PB","KATIA NEYLA DE FREITAS MACEDO","LENILDE DUARTE DE SA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"PESSOAS EM SITUAÇÃO DE RUA E ADOECIDOS POR TUBERCULOSE: REVISÃO INTEGRATIVA DA LITERATURA","ANÁLISE DOS PONTOS DE ESTRANGULAMENTO NO CONTROLE DA TUBERCULOSE EM POPULAÇÕES EM SITUAÇÃO DE RUA NOS MUNICÍPIOS DE JOÃO PESSOA E CAMPINA GRANDE-PB","KATIA NEYLA DE FREITAS MACEDO","LENILDE DUARTE DE SA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"O CUIDAR AO IDOSO NA PERSPECTIVA DA BIOÉTICA: OBSERVÂNCIAS ÉTICAS ADOTADAS POR ENFERMEIROS","O CUIDAR AO IDOSO ASSISTIDO NA ATENÇÃO PRIMÁRIA: UMA ABORDAGEM BIOÉTICA","MARTA MIRIAM LOPES COSTA CUNHA","PATRICIA SERPA DE SOUZA BATISTA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"O CUIDAR AO IDOSO NA PERSPECTIVA DA BIOÉTICA: OBSERVÂNCIAS ÉTICAS ADOTADAS POR AGENTES COMUNITÁRIOS DE SAÚDE","O CUIDAR AO IDOSO ASSISTIDO NA ATENÇÃO PRIMÁRIA: UMA ABORDAGEM BIOÉTICA","MARTA MIRIAM LOPES COSTA CUNHA","PATRICIA SERPA DE SOUZA BATISTA","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"RISCO DE QUEDAS E AVALIAÇÃO COGNITIVA DE IDOSOS ASSISTIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL","RISCO DE QUEDAS,  CAPACIDADE COGNITIVA E FUNCIONAL DE IDOSOS ASSISTIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL","ANA CLAUDIA TORRES DE MEDEIROS","KATIA NEYLA DE FREITAS MACEDO","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"RISCO DE QUEDAS E CAPACIDADE FUNCIONAL DE IDOSOS ASSISTIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL","RISCO DE QUEDAS,  CAPACIDADE COGNITIVA E FUNCIONAL DE IDOSOS ASSISTIDOS EM UM CENTRO DE ATENÇÃO INTEGRAL","ANA CLAUDIA TORRES DE MEDEIROS","KATIA NEYLA DE FREITAS MACEDO","2015","Enfermagem","Enfermagem de Saúde Pública","PIBIC",""
"EFEITO DA DIETA ADICIONADA DE RESÍDUO DE FRUTAS SOBRE PARÂMETROS CORPORAIS E HISTOLÓGICOS DE RATOS SADIOS","PROSPECÇÃO DE COMPOSTOS BIOATIVOS PRESENTES EM RESÍDUOS DE FRUTAS TROPICAIS: AVALIAÇÃO DE PROPRIEDADE  HIPOLIPEMIANTE, ANTIOXIDANTE E PREBIÓTICA","RAQUEL PATRICIA ATAIDE LIMA","JAILANE DE SOUZA AQUINO","2015","Nutrição","Bioquímica da Nutrição","PIBIC",""
"EFEITO DO CONSUMO DE RESÍDUO DE FRUTAS TROPICAIS SOBRE O METABOLISMO DE RATOS WISTAR.","PROSPECÇÃO DE COMPOSTOS BIOATIVOS PRESENTES EM RESÍDUOS DE FRUTAS TROPICAIS: AVALIAÇÃO DE PROPRIEDADE  HIPOLIPEMIANTE, ANTIOXIDANTE E PREBIÓTICA","RAQUEL PATRICIA ATAIDE LIMA","JAILANE DE SOUZA AQUINO","2015","Nutrição","Bioquímica da Nutrição","PIBIC",""
"AVALIAÇÃO DO POTENCIAL PROBIÓTICO DE CEPAS DE LACTOBACILLUS SPP. ISOLADOS DE SUBPRODUTOS DO PROCESSAMENTO DE FRUTAS","AVALIAÇÃO DO POTENCIAL PROBIÓTICO DE BACTÉRIAS ÁCIDO-LÁCTICAS ISOLADAS DE SUBPRODUTOS DO PROCESSAMENTO DE FRUTAS CULTIVADAS NO NORDESTE BRASILEIRO","ROBSON CAVALCANTE VERAS","EVANDRO LEITE DE SOUZA","2015","Nutrição","Dietética","PIBIC",""
"EFEITO INIBITÓRIO DOS ÓLEOS ESSENCIAIS DE MENTHA PIPERITA L. (HORTELÃ-PIMENTA) E MENTHA ARVENSIS L. (HORTELÃ-DOCE) SOBRE O CRESCIMENTO E SOBREVIVÊNCIA DE MICRO-ORGANISMOS CONTAMINANTES DE SUCOS DE FRUTAS TROPICAIS","POTENCIAL DA APLICAÇÃO DOS ÓLEOS ESSENCIAIS DE MENTHA PIPERITA L. (HORTELÃ-PIMENTA) E MENTHA ARVENSIS L. (HORTELÃ-DOCE) COMO CONSERVANTES NATURAIS DE SUCOS DE FRUTAS TROPICAIS","ROBSON CAVALCANTE VERAS","EVANDRO LEITE DE SOUZA","2015","Nutrição","Dietética","PIBIC",""
"PREVALÊNCIA DE INADEQUAÇÃO DE NUTRIENTES EM ADOLESCENTES DE ESCOLAS PÚBLICAS DE JOÃO PESSOA","QUALIDADE DA DIETA E FATORES DE RISCO PARA O DESENVOLVIMENTO DE DOENÇAS CARDIOVASCULARES E METABÓLICAS EM ADOLESCENTES DA REDE PÚBLICA DE ENSINO EM JOÃO PESSOA -PARAÍBA: UM ESTUDO LONGITUDINAL","FRANCINALVA CORDEIRO DE SOUSA","FLAVIA EMILIA LEITE DE LIMA FERREIRA","2015","Nutrição","Análise Nutricional de População","PIBIC",""
"EVOLUÇÃO DO PERFIL LIPÍDICO E DO ESTADO NUTRICIONAL DE ADOLESCENTES DA REDE PÚBLICA DE ENSINO DE JOÃO PESSOA: UM ESTUDO LONGITUDINAL","QUALIDADE DA DIETA E FATORES DE RISCO PARA O DESENVOLVIMENTO DE DOENÇAS CARDIOVASCULARES E METABÓLICAS EM ADOLESCENTES DA REDE PÚBLICA DE ENSINO EM JOÃO PESSOA -PARAÍBA: UM ESTUDO LONGITUDINAL","FRANCINALVA CORDEIRO DE SOUSA","FLAVIA EMILIA LEITE DE LIMA FERREIRA","2015","Nutrição","Análise Nutricional de População","PIBIC",""
"ESTUDO DO CUIDADO AO PARTO E FATORES RELACIONADOS COM O INÍCIO DA PRÁTICA DE AMAMENTAR","COORTE DE NASCIMENTO EM JOÃO PESSOA","VÂNIA MARIA BARBOZA DA SILVA","RODRIGO PINHEIRO DE TOLEDO VIANNA","2015","Nutrição","Análise Nutricional de População","PIBIC",""
"RELAÇÃO ENTRE O CONSUMO HABITUAL DE VITAMINA D E OBESIDADE EM CRIANÇAS E ADOLESCENTES DO DISTRITO SANITÁRIO V DO MUNICÍPIO DE JOÃO PESSOA","PRIMEIRO DIAGNÓSTICO E INTERVENÇÃO DA SITUAÇÃO ALIMENTAR, NUTRICIONAL E DE DOENÇAS NÃO TRANSMISSÍVEIS MAIS PREVALENTES DA POPULAÇÃO DO MUNICÍPIO DE JOÃO PESSOA/PB","RAQUEL PATRICIA ATAIDE LIMA","MARIA JOSE DE CARVALHO COSTA","2015","Nutrição","Análise Nutricional de População","PIBIC",""
"AVALIAR O PERFIL BIOQUÍMICO DOS NÍVEIS DE VITAMINA D EM ADOLESCENTES DE UMA ESCOLA PÚBLICA NO MUNICÍPIO DE JOÃO PESSOA/PB","AVALIAÇÃO DOS NÍVEIS SANGUÍNEOS DA 25-HIDROXIVITAMINA D EM ADOLESCENTES DE ESCOLAS PÚBLICAS","FRANCINALVA CORDEIRO DE SOUSA","MARIA DA CONCEIÇÃO RODRIGUES GONÇALVES","2015","Nutrição","Análise Nutricional de População","PIBIC",""
"AVALIAÇÃO DOS EFEITOS SOBRE O SISTEMA NERVOSO CENTRAL DA GORDURA OBTIDA DO LEITE DE CABRA","INVESTIGAÇÃO PSICOFARMACOLÓGICA DE SUBSTÂNCIAS BIOATIVAS EM MODELOS ANIMAIS UTILIZANDO ROEDORES","EVANDRO LEITE DE SOUZA","LIANA CLEBIA DE MORAIS PORDEUS","2015","Nutrição","Desnutrição e Desenvolvimento Fisiológico","PIBIC",""
"ASSOCIAÇÃO ENTRE OS NÍVEIS SÉRICOS DA PROTEÍNA NÃO ESTRUTURAL 1 (NS1) DO VÍRUS DENGUE, O SOROTIPO VIRAL E A GRAVIDADE DAS FORMAS CLÍNICAS DA DOENÇA","IMPLANTAÇÃO E CARACTERIZAÇÃO DO DIAGNÓSTICO MOLECULAR DA DENGUE EM JOÃO PESSOA - PARAÍBA","ANE POLLINE LACERDA PROTASIO","JOELMA RODRIGUES DE SOUZA","2015","Saúde Coletiva","Epidemiologia","PIBIC",""
"A CONDIÇÃO DO IDOSO HOSPITALIZADO EM CUIDADOS PALIATIVOS: DISCURSOS DE ENFERMEIROS","A CONDIÇÃO DO IDOSO HOSPITALIZADO: DISCURSO DE PROFISSIONAIS DA SAÚDE, ESTUDANTES, PACIENTES E ACOMPANHANTES DE IDOSOS","MARIA ELIANE MOREIRA FREIRE","MARIA EMILIA LIMEIRA LOPES","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIBIC",""
"A CONDIÇÃO DO IDOSO HOSPITALIZADO EM CUIDADOS PALIATIVOS: DISCURSO DE ESTUDANTES DE ENFERMAGEM","A CONDIÇÃO DO IDOSO HOSPITALIZADO: DISCURSO DE PROFISSIONAIS DA SAÚDE, ESTUDANTES, PACIENTES E ACOMPANHANTES DE IDOSOS","MARIA ELIANE MOREIRA FREIRE","MARIA EMILIA LIMEIRA LOPES","2015","Enfermagem","Enfermagem Médico-Cirúrgica","PIBIC",""
"SATISFAÇÃO DO USUÁRIO QUANTO AOS CUIDADOS OFERTADOS NA ATENÇÃO BÁSICA EM SAÚDE NO ESTADO DA PARAÍBA: ANÁLISE A PARTIR DO 1º CICLO DE AVALIAÇÃO EXTERNA DO PMAQ-AB","FATORES ASSOCIADOS À SATISFAÇÃO DO USUÁRIO QUANTO AOS CUIDADOS OFERTADOS NA ATENÇÃO BÁSICA EM SAÚDE: ANÁLISE A PARTIR DO 1º CICLO DE AVALIAÇÃO EXTERNA DO PMAQ-AB","JACKELINE ABÍLIO DE SOUZA","ANA MARIA GONDIM VALENCA","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"POSSIBILIDADES E LIMITES DE REALIZAÇÃO DE AÇÕES INTERDISCIPLINARES NA PRÁTICA PROFISSIONAL NOS SERVIÇOS DE ATENÇÃO BÁSICA EM SAÚDE","A INTERDISCIPLINARIDADE NA FORMAÇÃO E NO TRABALHO EM SAÚDE","ANE POLLINE LACERDA PROTASIO","KATIA SUELY QUEIROZ SILVA RIBEIRO","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"ANÁLISE DO ESTADO NUTRICIONAL E DO RISCO CARDIOVASCULAR DAS MULHERES DETENTAS DO SISTEMA PRISIONAL DE JOÃO PESSOA-PB.","INCIDÊNCIA DE DOENÇAS INFECTOCONTAGIOSAS E ESTADO NUTRICIONAL DE MULHERES DETENTAS DO SISTEMA PRISIONAL DE JOÃO PESSOA ? PB","ANE POLLINE LACERDA PROTASIO","CLAUDIA HELENA SOARES DE MORAIS FREITAS","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"ACESSO E DIAGNÓSTICO DAS DOENÇAS AIDS, SÍFILIS E HEPATITES B E C DAS MULHERES DETENTAS DO SISTEMA PRISIONAL DE JOÃO PESSOA-PB.","INCIDÊNCIA DE DOENÇAS INFECTOCONTAGIOSAS E ESTADO NUTRICIONAL DE MULHERES DETENTAS DO SISTEMA PRISIONAL DE JOÃO PESSOA ? PB","ANE POLLINE LACERDA PROTASIO","CLAUDIA HELENA SOARES DE MORAIS FREITAS","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"LEVANTAMENTO DE CARACTERÍSTICAS DO PERFIL DA SAÚDE MENTAL DO PROFESSOR DO CENTRO DE CIÊNCIAS SOCIAIS APLICADAS / UFPB ATRAVÉS DA INVESTIGAÇÃO DO CONSUMO DE MEDICAMENTOS PSICOTRÓPICOS NA ÚLTIMA DÉCADA","SAÚDE MENTAL DO PROFESSOR: O CONSUMO DE PSICOTRÓPICOS EM PROFESSORES DA UFPB","JACKELINE ABÍLIO DE SOUZA","JAQUELINE BRITO VIDAL BATISTA","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"AVALIAÇÃO DA ANSIEDADE EM ESTUDANTES UNIVERSITÁRIOS","AVALIAÇÃO DA ANSIEDADE EM ESTUDANTES DE ENFERMAGEM AO DESENVOLVEREM GRUPOS TERAPÊUTICOS EM UM CENTRO DE ATENÇÃO PSICOSSOCIAL (CAPS)","JACKELINE ABÍLIO DE SOUZA","JOAO EUCLIDES FERNANDES BRAGA","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"AVALIAÇÃO OFTALMOLÓGICA EM CRIANÇAS DE ESCOLAS PÚBLICAS DE JOÃO PESSOA-PB","ALTERAÇÕES OFTALMOLÓGICAS EM CRIANÇAS DE ESCOLAS PÚBLICAS DE JOÃO PESSOA (PB)","JACKELINE ABÍLIO DE SOUZA","JANA LUIZA TOSCANO MENDES DE OLIVEIRA","2015","Saúde Coletiva","Saúde Publica","PIBIC",""
"COMPREENSÃO DAS MUDANÇAS CLIMÁTICAS NA MESORREGIÃO DA MATA PARAIBANA","MUDANÇAS CLIMÁTICAS E SEUS IMPACTOS NO NORDESTE BRASILEIRO","LINCOLN ELOI DE ARAUJO","RAPHAEL ABRAHÂO","2015","Agronomia","Agrometeorologia","PIBIC",""
"EFEITO DA ADIÇÃO DE DIFERENTES CONCENTRAÇÕES DE MIO-INOSITOL AO SÊMEN CAPRINO PÓS-DESCONGELAÇÃO","ELABORAÇÃO DE DILUENTES QUIMICAMENTE DEFINIDOS PARA CRIOPRESERVAÇÃO DE SÊMEN ANIMAL","FLÁVIA DE OLIVEIRA PAULINO","SILDIVANE VALCÁCIA SILVA","2015","Biotecnologia","","PIBIC",""
"EFEITO DA ADIÇÃO DE DIFERENTES CONCENTRAÇÕES DE GLUTAMINA AO SÊMEN CAPRINO PÓS-DESCONGELAÇÃO","ELABORAÇÃO DE DILUENTES QUIMICAMENTE DEFINIDOS PARA CRIOPRESERVAÇÃO DE SÊMEN ANIMAL","FLÁVIA DE OLIVEIRA PAULINO","SILDIVANE VALCÁCIA SILVA","2015","Biotecnologia","","PIBIC",""
"EXPRESSÃO CIRCADIANA DE GENES DO MECANISMO DO RELÓGIO MOLECULAR NO MÚSCULO ESQUELÉTICO DA TILÁPIA-DO-NILO (OREOCHROMIS NILOTICUS)","ESTUDO MOLECULAR DO RELÓGIO BIOLÓGICO DA TILÁPIA-DO-NILO (OREOCHROMIS NILOTICUS) E DO PEIXE-ZEBRA (DANIO RERIO): EFEITOS NO CRESCIMENTO DURANTE O CULTIVO","IERECE MARIA DE LUCENA ROSA","IAN PORTO GURGEL DO AMARAL","2015","Recursos Pesqueiros e Engenharia de Pesca","Aqüicultura","PIBIC",""
"PARÂMETROS MURINOMÉTRICOS E COMPOSIÇÃO CORPORAL DE RATOS SEDENTÁRIOS E TREINADOS SUPLEMENTADOS COM BIOMASSA DE SPIRULINA PLATENSIS","SUPLEMENTAÇÃO DE RATOS SEDENTÁRIOS E TREINADOS COM A BIOMASSA DA SPIRULINA PLATENSIS COMO FATOR ANTIOXIDANTE","RAYSSA JULLIANE DE CARVALHO","JOAO ANDRADE DA SILVA","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"CARACTERÍSTICAS FÍSICAS, QUÍMICAS E POTENCIAL ANTIMICROBIANA DA BIOMASSA DA MICROALGA SPIRULINA PLATENSIS CULTIVADA EM LABORATÓRIO EM COMPARAÇÃO ÀS SPIRULINAS OBTIDAS NO COMÉRCIO DE JOÃO PESSOA","SUPLEMENTAÇÃO DE RATOS SEDENTÁRIOS E TREINADOS COM A BIOMASSA DA SPIRULINA PLATENSIS COMO FATOR ANTIOXIDANTE","RAYSSA JULLIANE DE CARVALHO","JOAO ANDRADE DA SILVA","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"IDENTIFICAÇÃO DE COMPOSTOS FENÓLICOS, CONTEÚDO DE FENÓLICOS TOTAIS E AVALIAÇÃO DA ATIVIDADE ANTIOXIDANTE DE MEL PRODUZIDO NO ESTADO DA PARAÍBA","PRODUÇÃO DE MEL NO ESTADO DA PARAÍBA: AVALIAÇÃO DA QUALIDADE E IDENTIDADE VISANDO À CLASSIFICAÇÃO DO PRODUTO E EXPLORAÇÃO DA CADEIA APÍCOLA DO NORDESTE","RAYSSA JULLIANE DE CARVALHO","GRACIELE DA SILVA CAMPELO BORGES","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"ESTUDO DA ESTABILIDADE DA VITAMINA A NANOENCAPSULADA (ALL-TRANS-RETINOL) EM PRODUTOS ALIMENTARES","EFEITO DA SUPLEMENTAÇÃO DE MULTI-MICRONUTRIENTES E ÁCIDOS GRAXOS ÔMEGA-3 MICROENCAPSULADOS EM CRIANÇAS ESCOLARES.","TALIANA KENIA ALENCAR BEZERRA","JOAO PAULO DE SOUSA PRADO","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"CAPACIDADE DE FORMAÇÃO DE BIOFILME DE STAPHYLOCOCCUS AUREUS ISOLADOS DE SUPERFÍCIES E EFICÁCIA DO ÓLEO ESSENCIAL DE ORÉGANO NA REMOÇÃO DE BIOFILME PRÉ-FORMADO","EFEITO DO ÓLEO ESSENCIAL DE ORÉGANO (ORIGANUM VULGARE L.) E DO CARVACROL NA FORMAÇÃO DE BIOFILME DE STAPHYLOCOCCUS AUREUS ISOLADOS DE UNIDADES DE ALIMENTAÇÃO E NUTRIÇÃO","TALIANA KENIA ALENCAR BEZERRA","MARCIANE MAGNANI","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"ISOLAMENTO E AVALIAÇÃO DO POTENCIAL BACTERIOCINOGÊNICO DE BACTÉRIAS ÁCIDO LÁCTICAS DE FRUTAS TROPICAIS","PROSPECÇÃO DE BACTÉRIAS ÁCIDO LÁCTICAS BACTERIOCINOGÊNICAS ISOLADAS DE FRUTAS TROPICAIS PARA EMPREGO NA BIOCONSERVAÇÃO DE SUCOS DE FRUTA","TALIANA KENIA ALENCAR BEZERRA","MARCIANE MAGNANI","2015","Ciência e Tecnologia de Alimentos","Ciência de Alimentos","PIBIC",""
"PRODUÇÃO DE BISCOITOS COM FARINHA DE INHAME","ELABORAÇÃO DE BISCOITOS COM FARINHA DE INHAME: UMA ALTERNATIVA PARA CELÍACOS","EDILZA SILVA DO NASCIMENTO","ISMAEL IVAN ROCKENBACH","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"AVALIAÇÃO DA ATIVIDADE ANTIOXIDANTE DE EXTRATOS FENÓLICOS DE BAGAÇO DA VINIFICAÇÃO EM SISTEMAS-MODELO DE ALIMENTOS","APLICAÇÃO DE ANTIOXIDANTES NATURAIS DO RESÍDUO DA VINIFICAÇÃO EM SUBSTITUIÇÃO A ANTIOXIDANTES SINTÉTICOS EM ALIMENTOS","EDILZA SILVA DO NASCIMENTO","ISMAEL IVAN ROCKENBACH","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"EXTRAÇÃO E ANÁLISE DO ÓLEO DE URUCUM PRODUZIDO PELOS AGRICULTORES FAMILIARES DO BREJO PARAIBANO","ÓLEO FUNCIONAL DE URUCUM - HIPOCOLESTEROLÊMICO NATURAL","SUELLEN MARIA GONÇALVES MATIAS","CAROLINA LIMA CAVALCANTI DE ALBUQUERQUE","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"CARACTERIZAÇÃO FÍSICA E QUÍMICA DA CARNE OVINA MARINADA SUBMETIDA À DIFERENTES TIPOS DE COCÇÃO","USO DA CARNE OVINA DE DESCARTE PARA PRODUTO MARINADO SUBMETIDA À DIFERENTES TIPOS DE COCÇÃO","NARCIZA MARIA DE OLIVEIRA ARCANJO","RICARDO TARGINO MOREIRA","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"CARACTERIZAÇÃO OXIDATIVA DA MANTEIGA DA TERRA DURANTE O ARMAZENAMENTO","ESTABILIDADE DA MANTEIGA DA TERRA DURANTE O ARMAZENAMENTO","NARCIZA MARIA DE OLIVEIRA ARCANJO","RICARDO TARGINO MOREIRA","2015","Ciência e Tecnologia de Alimentos","Tecnologia de Alimentos","PIBIC",""
"ENCAPSULAÇÃO DE LIPASES EM GÉIS BIOPOLIMÉRICOS TRIFÁSICOS A PARTIR DE EMULSÃO O/A/A","IMPACTO DE TECNOLOGIAS DE ENCAPSULAÇÃO NA ATIVIDADE DE LIPASES","VILMA BARBOSA DA SILVA","ANA LUIZA MATTOS BRAGA","2015","Ciência e Tecnologia de Alimentos","Engenharia de Alimentos","PIBIC",""
"DIGNIDADE HUMANA E AUTONOMIA SOBRE O CORPO: UM ESTUDO JURISPRUDENCIAL COMPARADO","A DIGNIDADE HUMANA EM SEUS MÚLTIPLOS USOS JURISPRUDENCIAIS","PEDRO PARINI MARQUES DE LIMA","ADRIANA DIAS VIEIRA","2015","Direito","Teoria do Direito","PIBIC",""
